Id,SalePrice
1461,169277.0524983965
1462,187758.3939887667
1463,183583.68356954888
1464,179317.47751082457
1465,150730.07997649815
1466,177150.98924730415
1467,172070.65922916168
1468,175110.95651954506
1469,162011.69883166347
1470,160726.2478314133
1471,157933.27945601963
1472,145291.24502039724
1473,159672.01763182692
1474,164167.51830188558
1475,150891.63824405568
1476,179460.9651873405
1477,185034.62891404564
1478,182352.19264464872
1479,183053.45821379032
1480,187823.33925426798
1481,186544.1143275611
1482,158230.77520515467
1483,190552.82932108408
1484,147183.67487199465
1485,185855.30090548634
1486,174350.47067697742
1487,201740.6206908608
1488,162986.3788957456
1489,162330.19908568333
1490,165845.93861654145
1491,180929.622876985
1492,163481.50151972217
1493,187798.07671423024
1494,198822.19894256536
1495,194868.40989985527
1496,152605.29856441403
1497,147797.70283681434
1498,150521.9689929844
1499,146991.630153751
1500,150306.30781453755
1501,151164.37253461452
1502,151133.70696096867
1503,156214.0425407188
1504,171992.76073514717
1505,173214.9125497432
1506,192429.1873457809
1507,190878.69508543704
1508,194542.54413552582
1509,191849.43907282385
1510,176363.77390779275
1511,176954.1854124351
1512,176521.21697569778
1513,179436.70481016976
1514,220079.75677704974
1515,175502.91810944746
1516,188321.073833565
1517,163276.32444999833
1518,185911.36629309529
1519,171392.83099725726
1520,174418.20702077192
1521,179682.7096037704
1522,179423.7515816691
1523,171756.91809177352
1524,166849.63817443163
1525,181122.16867666715
1526,170934.46274657105
1527,159738.29258033563
1528,174445.75955765322
1529,174706.36365963216
1530,164507.67253936362
1531,163602.512172831
1532,154126.27024952136
1533,171104.85348134488
1534,167735.3927052857
1535,183003.61333809327
1536,172580.38116149092
1537,165407.88910470135
1538,176363.77390779252
1539,175182.9508985174
1540,190757.17778925016
1541,167186.99577199877
1542,167839.37677927967
1543,173912.4211651294
1544,154034.9174455572
1545,156002.9557943421
1546,168173.94329858152
1547,168882.43710413878
1548,168173.94329857756
1549,157580.17755164998
1550,181922.15256010718
1551,155134.22784258798
1552,188885.5733195548
1553,183963.1930123805
1554,161298.7623063412
1555,188613.6676305558
1556,175080.11182296136
1557,174744.40030522714
1558,168175.9113369123
1559,182333.47257500375
1560,158307.20674226037
1561,193053.05550236418
1562,175031.08998717554
1563,160713.29460290866
1564,173186.2150144272
1565,191736.75980549678
1566,170401.6309971111
1567,164626.57788022514
1568,205469.40944483667
1569,209561.78421188705
1570,182271.5030723475
1571,178081.54942779057
1572,178425.95613884088
1573,162015.31851150398
1574,181722.42037303885
1575,156705.7301694348
1576,182902.42034239322
1577,157574.59539508517
1578,184380.73910081852
1579,169364.4692256651
1580,175846.17982205912
1581,189673.29530212865
1582,174401.3177155687
1583,179021.44871857902
1584,189196.84533714922
1585,139647.09572065785
1586,161468.19828891172
1587,171557.3231786189
1588,179447.36804185645
1589,169611.61901768274
1590,172088.87265574723
1591,171190.62412876333
1592,154850.50836186577
1593,158617.6557199459
1594,209258.3369370168
1595,177939.02762675006
1596,194631.10029958514
1597,213618.87156257336
1598,198342.50422854722
1599,138607.97147249198
1600,150778.95897672558
1601,146966.2303397907
1602,162182.59620951954
1603,176825.94096124847
1604,152799.81240243814
1605,180322.32206712943
1606,177508.02722836472
1607,208029.64265201217
1608,181987.28251021076
1609,160172.72797398083
1610,176761.3176542574
1611,176515.49754521647
1612,176270.45306547685
1613,183050.84625847405
1614,150011.10206223046
1615,159270.53780866927
1616,163419.66372935288
1617,163399.98334586504
1618,173364.16150575457
1619,169556.83590241172
1620,183690.59599575703
1621,176980.9149093842
1622,204773.36222470738
1623,174728.65599843627
1624,181873.45824446017
1625,177322.00082398043
1626,193927.93904186366
1627,181715.62273229728
1628,199270.84120031027
1629,177109.58995621162
1630,153909.57827149122
1631,162931.20333622745
1632,166386.75671819993
1633,173719.30379823176
1634,179757.9256567019
1635,179007.60196437594
1636,180370.80862309923
1637,185102.61673055752
1638,198825.56345205428
1639,184294.5760091443
1640,200443.79205619218
1641,181294.78448415757
1642,174354.33626792883
1643,172023.67778151808
1644,181666.9228550305
1645,179024.49126958754
1646,178324.1915759088
1647,184534.67668768717
1648,159397.2503787852
1649,178430.96672818298
1650,177743.7993859714
1651,179395.30551909818
1652,151713.38474816224
1653,151713.38474815758
1654,168434.97799622826
1655,153999.10031102272
1656,164096.0973541129
1657,166335.40303655784
1658,163020.72537575243
1659,155862.51066882978
1660,182760.65109551465
1661,201912.27062288043
1662,185988.2339875144
1663,183778.4488803211
1664,170935.85921772057
1665,184468.90838225442
1666,191569.08966323175
1667,232991.0255838167
1668,180980.7213882811
1669,164279.13048219238
1670,183859.46041110205
1671,185922.46568206605
1672,191742.778119358
1673,199954.07246584073
1674,180690.27475258382
1675,163099.30963579635
1676,140791.92247243924
1677,166481.86647592066
1678,172080.43449676526
1679,191719.16165917134
1680,160741.0986125078
1681,157829.54685472674
1682,196896.74859633413
1683,159675.42399035348
1684,182084.79090194125
1685,179233.92637448502
1686,155774.27090162574
1687,181354.32671605377
1688,179605.56366390781
1689,181609.3486614651
1690,178221.5316232792
1691,175559.9207357925
1692,200328.822792036
1693,178630.06055988325
1694,177174.53522172268
1695,172515.6873687089
1696,204032.99292293354
1697,176023.23278768314
1698,202202.07334159105
1699,181734.48007585993
1700,183982.15899312636
1701,188007.9424148074
1702,185922.966763512
1703,183978.5448749119
1704,177199.61863882304
1705,181878.64795676083
1706,173622.08872825792
1707,180728.16856266628
1708,176477.02660633158
1709,184282.2666976226
1710,162062.47538448707
1711,182550.07099219714
1712,180987.94962469232
1713,178173.7976214767
1714,179980.6359486098
1715,173257.6378262106
1716,177271.29105931753
1717,175338.3554423221
1718,177548.14054951235
1719,175969.91662932187
1720,175011.48195347353
1721,185199.37256815354
1722,188514.05022894335
1723,185080.14526880882
1724,157304.4025740996
1725,194260.85948130256
1726,181262.32999510178
1727,157003.2927067438
1728,182924.49935990619
1729,181902.58637544466
1730,188985.3717081349
1731,185290.90449506463
1732,177304.42575274687
1733,166274.9004908041
1734,177807.4205300957
1735,180330.62481619976
1736,179069.11223463248
1737,175943.37181695108
1738,185199.05060965894
1739,167350.91082451888
1740,149315.31187645718
1741,139010.84776680218
1742,155412.15184545447
1743,171308.3139854602
1744,176220.5432656326
1745,177643.4349918072
1746,187222.65326460684
1747,185635.13208315428
1748,206492.5342158631
1749,181681.0210819582
1750,180500.19807269122
1751,206486.17086840677
1752,161334.30119544175
1753,176156.55831396254
1754,191642.2234790004
1755,191945.8080277748
1756,164146.30603735917
1757,179883.05707110092
1758,178071.1376688413
1759,188241.63789687795
1760,174559.65617317706
1761,182347.36304227542
