Id,MedHouseVal
37137,0.4475624084097021
37138,1.1752113935123845
37139,3.561358128886617
37140,2.759770343681687
37141,1.9488219821023733
37142,2.950770050333631
37143,1.9029890829453961
37144,2.1151645905128973
37145,1.0520067982893337
37146,0.9124939288327596
37147,2.0680137984084013
37148,1.6623083983531899
37149,1.4920369922249535
37150,1.7472027151495126
37151,1.8847766788960527
37152,2.9777216610409383
37153,1.5872578237179056
37154,1.9918216526853527
37155,1.8958704991596989
37156,0.6973394398207233
37157,2.455954897086059
37158,1.6564405896547072
37159,1.3708282237483331
37160,0.33963226487588116
37161,2.1822993645753783
37162,2.5474475017933784
37163,2.7595214124703915
37164,1.7671435483560742
37165,3.0988499986301363
37166,2.113034540968748
37167,5.34232608366402
37168,7.145741677221622
37169,1.4182724862188465
37170,0.3660342276273312
37171,2.6657148531247046
37172,4.057552370995474
37173,2.7154751389436598
37174,1.707098081915376
37175,1.2568496817639314
37176,2.523869502470106
37177,2.167966989260229
37178,1.4619852266125406
37179,1.7264761289474677
37180,3.376283317398787
37181,2.3992664622499333
37182,0.8628649320706998
37183,2.2883895403224415
37184,3.220282902950096
37185,2.639852125572318
37186,2.398747648117549
37187,1.7094354884594907
37188,2.7495427743447465
37189,1.386897781134202
37190,2.2777524597551277
37191,2.1528365615002585
37192,0.9949656455233651
37193,2.9754463681766907
37194,1.1320210226393144
37195,2.4218582566142217
37196,1.6107912120757106
37197,1.2130080044739984
37198,1.811242244584669
37199,2.0571127951719888
37200,3.4595068345233884
37201,2.654213731295556
37202,2.579924129208649
37203,2.109687190834407
37204,2.171266896917558
37205,2.592367658030959
37206,2.3288694731422055
37207,2.096000591323829
37208,0.986458554767843
37209,2.7011559920418833
37210,3.9347789445616783
37211,3.358561017057596
37212,1.1383869654668501
37213,2.784699739418599
37214,1.6351503412890054
37215,1.1131164459567344
37216,1.78693861812949
37217,1.8613100236842897
37218,2.316115254541401
37219,1.1912045811143912
37220,2.650164528357344
37221,1.2286449696933346
37222,1.5583948077533378
37223,1.871098764806625
37224,2.728670982895359
37225,1.9329281394996087
37226,3.934543117710163
37227,2.195185285845845
37228,0.2703451934054115
37229,1.963035622760401
37230,2.2430245916140166
37231,0.5530633720736233
37232,3.6310778372887142
37233,1.3507208807030437
37234,0.39519259568215404
37235,1.8859665515646498
37236,2.9179260921207657
37237,2.611685857572077
37238,3.6450508418123206
37239,1.124391430774736
37240,0.9273522063065869
37241,2.0181046866399868
37242,2.9262675140875345
37243,2.483152018457254
37244,0.6569008118404014
37245,2.7320956898920983
37246,1.6992308113358163
37247,1.4279388171474707
37248,1.7439332208432603
37249,2.968916835035266
37250,0.9363897865316204
37251,2.1413980359890843
37252,1.6661960560750018
37253,2.1864365942274517
37254,1.9224135678154823
37255,2.2011214661568133
37256,2.120873733970541
37257,3.683988490863058
37258,2.043267650068593
37259,2.982401923972411
37260,1.9563375381089685
37261,2.1518919903609657
37262,2.3785093052336066
37263,1.7728317368164284
37264,1.8053397714358326
37265,3.3806547006274386
37266,2.220915749611194
37267,2.919729357661396
37268,1.2461214440269757
37269,0.8524329257630043
37270,1.6561928346991266
37271,2.606752179514139
37272,1.1795581562683495
37273,2.1286568361528992
37274,1.656152661980883
37275,2.6357310854376124
37276,1.2955633317792348
37277,2.0084995177884437
37278,1.9175318334359233
37279,2.8885370170669376
37280,2.6996207174519284
37281,3.606697950000232
37282,1.905433701895518
37283,2.8218903012022665
37284,3.7699665536946867
37285,1.9478582811179308
37286,2.776137253247491
37287,2.1177604769383436
37288,1.1324324360149163
37289,1.1254678373367284
37290,1.398500441581895
37291,2.0141585158636985
37292,1.6125217348729919
37293,1.3979042038105547
37294,1.701387992941541
37295,0.3537164496810945
37296,0.9482531737547859
37297,0.8819724116964807
37298,1.996612207431987
37299,2.743905301495552
37300,1.781989150666071
37301,2.1730495473035916
37302,0.34840843057021686
37303,3.214461736271886
37304,2.73955966324084
37305,1.1997932646935396
37306,1.9635292568922509
37307,2.154140526544886
37308,4.181338383488637
37309,2.7438679059708733
37310,1.903548730007742
37311,2.348644159353661
37312,1.7417771021543302
37313,2.520646245021055
37314,2.595953202860173
37315,0.9547815723963637
37316,1.1671688237283888
37317,3.6334032709649122
37318,2.5558315468504134
37319,1.6969916576492636
37320,1.1730431433025075
37321,1.7802099263914926
37322,1.892753802236058
37323,2.236397297412573
37324,1.2565587106638176
37325,1.9683882271567583
37326,1.5285547947227514
37327,1.9599665183809662
37328,1.6262978967369506
37329,1.4664717610635591
37330,1.0881036503934283
37331,2.357438833871761
37332,0.9622079093331237
37333,2.3963390404743805
37334,1.8947070247917424
37335,1.8579877088322334
37336,1.7365491916442224
37337,0.5081069434422787
37338,1.689138536588871
37339,1.247575452104904
37340,1.9710405323279971
37341,2.672525587175336
37342,1.9721778402894685
37343,1.6422798633606206
37344,2.346458039592619
37345,5.268099500451733
37346,1.499689307816432
37347,1.946961714080075
37348,0.922805993533899
37349,1.454869988596002
37350,1.8638967523172383
37351,2.4682459584230614
37352,2.098795661488211
37353,1.927784782314646
37354,2.7409073655342056
37355,1.5490936903460906
37356,1.0970496890262211
37357,2.85066905052566
37358,3.822160950722676
37359,3.3944359209413975
37360,0.9702989147040242
37361,2.4564109827547753
37362,0.4655821227228927
37363,0.786597075015699
37364,3.1607882231959366
37365,2.914285541912193
37366,1.2586725636013796
37367,1.7535416503273709
37368,1.5167355974000216
37369,1.656282317268527
37370,0.8793669573122003
37371,1.0752803984185704
37372,1.1109508420445735
37373,0.5098527412180616
37374,1.3332275659806783
37375,1.581020776542104
37376,2.4453443344315744
37377,2.6180481618063567
37378,2.320314656418482
37379,0.9788179296529051
37380,0.7794739404230597
37381,0.49211698852693075
37382,0.9198360798804188
37383,3.848177394189726
37384,2.093209029946159
37385,2.5425838372791603
37386,1.105272395177586
37387,1.6210581482029198
37388,3.4809520375771186
37389,2.934982762678949
37390,3.403603467239229
37391,2.3655282126688846
37392,0.6930044517985294
37393,4.132968897747617
37394,3.250003611429449
37395,2.1623565457211313
37396,2.5157175994226932
37397,1.2314828087551533
37398,1.6744002235692932
37399,1.5719478477916269
37400,2.2825474286706537
37401,1.0723544924789081
37402,0.9892278122773988
37403,1.682293269104349
37404,2.174853731534057
37405,1.3343164351755519
37406,3.106922224954829
37407,1.8829689166269503
37408,2.086047819563241
37409,2.4780213732870706
37410,1.8035044607442856
37411,1.3157322793405015
37412,1.078176284693626
37413,7.342072106238049
37414,0.3541163587021714
37415,1.822914426937281
37416,1.5987046549299464
37417,3.4320108939593226
37418,2.7165430695203554
37419,4.252562547333731
37420,2.8164850156224404
37421,1.5143008358338292
37422,3.001656520480587
37423,2.9607619536008727
37424,1.960107814108241
37425,2.59075587869426
37426,1.8528118498403714
37427,2.5846084348546015
37428,1.726006265799235
37429,1.29648173267055
37430,1.5837644708945149
37431,2.436332566300834
37432,1.9770749075696727
37433,3.902292165320304
37434,2.2278585420096917
37435,1.5536946346245344
37436,2.1465057901482183
37437,2.112983342845297
37438,1.9965279017008584
37439,2.116242674722635
37440,1.1745820886972922
37441,2.028999536475169
37442,2.782613909073376
37443,1.4955514301884492
37444,2.454106716873511
37445,2.270995394614424
37446,3.102374687513546
37447,2.218712113816565
37448,2.858198771916591
37449,1.6862950533434855
37450,1.7100842451197025
37451,2.6850815903378873
37452,2.7983719638587914
37453,1.813917042916863
37454,1.452239495916757
37455,2.1609516589191458
37456,1.3560885026354867
37457,1.4198797874242075
37458,0.2790951801877952
37459,1.2600142675469286
37460,1.9969175747797436
37461,1.8370559847585994
37462,2.7259021232040226
37463,2.637338719127399
37464,1.6008055796614897
37465,1.8886296296184781
37466,1.4782453667448436
37467,1.5673568354324345
37468,4.160230340632921
37469,2.0554771790662585
37470,3.211822869954588
37471,2.572883990484577
37472,3.22277136602672
37473,1.718023662515364
37474,0.9790857217114564
37475,1.262939288312296
37476,1.5482639174687804
37477,1.7097292320399617
37478,1.8268882460138514
37479,2.0605708642996987
37480,1.0059237521112792
37481,1.6502156357358686
37482,1.4655165873160314
37483,4.788795814015195
37484,1.370172487068423
37485,3.3466884068140956
37486,2.4926859199980385
37487,3.3903424063439047
37488,2.26009118292275
37489,1.8365915278736509
37490,1.9839201485938602
37491,1.7630434690496344
37492,2.671177731528722
37493,0.8626010093776841
37494,1.5597475016147726
37495,2.7795637380514506
37496,0.642030843621427
37497,1.974284479602403
37498,1.1870086823491306
37499,1.093767699669236
37500,2.505983501483044
37501,2.659789160549707
37502,3.4460038543517086
37503,1.7053626733759941
37504,2.5976683226965775
37505,2.5365363737118756
37506,3.268850836394442
37507,1.7216691178964183
37508,1.763333989751935
37509,1.8691962533476172
37510,1.641288523529127
37511,1.8325323578886241
37512,2.656179997886717
37513,1.338347543961497
37514,2.5433065367103893
37515,2.23562233308121
37516,2.6831931436545915
37517,4.6576265347840575
37518,2.02310684789515
37519,2.2678813186699713
37520,2.166244312822009
37521,1.3242883700336137
37522,2.736584335476252
37523,2.7766094864757562
37524,2.3987246876113772
37525,1.1449148895547978
37526,1.545245704169517
37527,3.7065134822242456
37528,2.863869051804656
37529,2.331439954428234
37530,1.8782330398627067
37531,1.6019770625707253
37532,2.067761361601029
37533,3.8275104497297434
37534,2.758370564264105
37535,2.1699917864839193
37536,2.139314000186964
37537,1.6466704257473808
37538,0.8242591334111395
37539,1.7343163927506637
37540,3.3947986910632295
37541,1.812974005187293
37542,1.8807469325400916
37543,2.7115055790963396
37544,1.9513619016821906
37545,0.4271789886313897
37546,1.5204714177498673
37547,3.5533700462010174
37548,1.1454918001903636
37549,1.9085561132692845
37550,3.5099690027967796
37551,0.7543663662191094
37552,2.6430921920777593
37553,2.037393406548894
37554,2.0006962336013743
37555,0.8232379197508664
37556,1.0829293680804142
37557,1.4050791755882486
37558,1.1761275469233894
37559,1.9129738959599365
37560,2.0181980019312817
37561,3.3019892984876904
37562,1.7057526275225214
37563,2.1428941717455956
37564,2.810772212381437
37565,3.5269821092390856
37566,1.4363679403332625
37567,2.7252498719958993
37568,2.0992109665477514
37569,0.6089138276424748
37570,3.225599134806373
37571,2.6886384728276056
37572,3.8960634876964093
37573,1.6505220252451522
37574,3.9222200325140903
37575,1.7875089630138206
37576,3.142955146136252
37577,1.5869414090863216
37578,1.0145386499461324
37579,1.97836420104084
37580,1.7747286749735878
37581,0.7177117115373335
37582,2.5527632702759746
37583,0.7722019514445719
37584,1.8338290577399974
37585,2.2573921233392227
37586,1.0858419669177763
37587,1.440847470908416
37588,2.2282948946837777
37589,2.3849957004429
37590,2.034349047640788
37591,3.0474760416627404
37592,0.9410000080504233
37593,4.353335514170894
37594,1.218691294006824
37595,0.6824531246843506
37596,2.9481346571570555
37597,1.5738753004564217
37598,2.4692452264974563
37599,2.2894635023963588
37600,1.8530067133979458
37601,1.14890139014215
37602,1.7873901131154923
37603,2.2173888788197686
37604,1.2215340364275278
37605,1.0713741824407066
37606,2.568427591827131
37607,2.0584818020918902
37608,1.61841918361948
37609,1.683612140324719
37610,0.8988447237598507
37611,2.3326266962975097
37612,1.817088048174682
37613,1.430166857858893
37614,1.4801944723674794
37615,1.2122893920958546
37616,2.3575768311926453
37617,1.9213361497410375
37618,2.0348081763330867
37619,1.5735920760390272
37620,1.5123924218067302
37621,1.3340044611111637
37622,2.028023642062564
37623,2.0163326824426875
37624,3.760827185524292
37625,3.318411074652232
37626,1.4647143101842701
37627,2.7599653963196715
37628,2.539150471636262
37629,1.8430127810971157
37630,1.5248464838229197
37631,2.1962767112906647
37632,1.9291766001949426
37633,1.9136197951091702
37634,1.5524182729992688
37635,2.038405799325936
37636,1.5266919951371776
37637,1.955415270414946
37638,2.236178354416218
37639,2.006693760401177
37640,1.6863360350022418
37641,1.3827664092936516
37642,1.8339493240441627
37643,1.6504082182044755
37644,0.8780437101736496
37645,1.1636107491004424
37646,0.9798791095375847
37647,1.2421762471448616
37648,1.9140430298884752
37649,3.093865622948691
37650,1.4314248068240971
37651,3.046393783927556
37652,2.1024328330352375
37653,2.776007446793969
37654,2.8508081939238537
37655,2.9411472541562134
37656,2.0374899364980195
37657,0.8055036573307319
37658,1.50903259130326
37659,2.6682830200898096
37660,1.6037679813284953
37661,1.9833827699502535
37662,2.128964764214622
37663,1.696192111535595
37664,1.0088563263872814
37665,1.5831379173731435
37666,2.3165223373458446
37667,3.7906752131072423
37668,1.7237737947810174
37669,1.8062190914689253
37670,2.297853162555363
37671,2.3985997578874176
37672,1.4820770399683738
37673,1.8374001324755938
37674,2.0695339886171595
37675,1.4377865464359658
37676,1.3143875987967277
37677,0.8134005691519093
37678,1.0628725106769608
37679,1.3106334358382696
37680,3.1766490543979415
37681,1.6740447225602466
37682,2.363730519937775
37683,2.861244625490677
37684,1.4507098726779475
37685,1.0645600976060337
37686,1.144281235718985
37687,2.8905754008270605
37688,1.4242946600167414
37689,1.4004601401348467
37690,2.988599733195322
37691,4.625200589503095
37692,4.115567705601734
37693,1.539462141807448
37694,1.5518199641831103
37695,2.3299732107731046
37696,2.0686145421221127
37697,2.559044959522822
37698,2.02308450489749
37699,1.2113854444396708
37700,0.9364279317889412
37701,2.812240470325321
37702,5.092251333794856
37703,-0.2678678536076333
37704,1.2633982684719456
37705,2.3714948210046103
37706,2.944994849209742
37707,3.0354807636296073
37708,2.255422009091042
37709,4.595645301891402
37710,5.777221411257557
37711,2.40997019672772
37712,3.3396975916218423
37713,2.144752090909165
37714,0.9620547262847339
37715,2.629560185520269
37716,2.2209855850712117
37717,2.349726624841786
37718,2.8076957996787257
37719,2.6898872999911347
37720,2.3576275485796216
37721,2.3862543796304294
37722,1.81463429112069
37723,2.332148262438828
37724,3.035493884600527
37725,2.818252275740491
37726,1.6909555135321312
37727,5.205967735054124
37728,0.5906981026966704
37729,6.046071506587154
37730,2.1179797083881766
37731,1.4805162461480137
37732,1.4138082999842396
37733,2.588367108992145
37734,2.2243649628032003
37735,0.8917055962483147
37736,4.287441733374536
37737,1.4593057462990018
37738,1.7813477850044706
37739,1.1659832834283037
37740,1.812503517135788
37741,1.616645983919554
37742,2.1929244562354384
37743,1.7619828702657259
37744,1.2773578578042333
37745,2.510145636598665
37746,1.5740548672907906
37747,2.5877245755506166
37748,1.0336324493830773
37749,1.1009538312355716
37750,1.4805925028402172
37751,3.0602563151633078
37752,0.9500947170751246
37753,3.6891197157852957
37754,2.263460676467105
37755,3.368237048559088
37756,1.6378771325050394
37757,1.2061930206297404
37758,1.7934554626679358
37759,1.7469927051450398
37760,2.82013661547807
37761,1.2914205740515214
37762,1.358596551464096
37763,1.6170901162070592
37764,5.045631612997809
37765,2.373900066564431
37766,1.5400875353040178
37767,2.375969712920522
37768,2.8401889469660517
37769,2.4771841583254997
37770,0.9497721454275023
37771,0.619665253829595
37772,2.1134626450907135
37773,2.6549693686789766
37774,4.101848436019068
37775,1.2450347128378851
37776,2.4155533274573955
37777,0.8705028843242886
37778,1.923151987493803
37779,3.1564885567299257
37780,1.6376287346152694
37781,2.358333706844668
37782,2.827822798747249
37783,2.9681395406891156
37784,0.8321138439307703
37785,1.672208520266814
37786,2.228658090872017
37787,2.3743844068345936
37788,2.279053395107468
37789,3.1862171542454973
37790,2.651750019596335
37791,3.397482981222616
37792,2.322569454859959
37793,0.8673694284298605
37794,1.8150279717413156
37795,2.1908713729553355
37796,1.8851553849870584
37797,2.1908325105875477
37798,3.3898637507201883
37799,2.0162360103327117
37800,2.7124884167824987
37801,2.4332660909066632
37802,3.2187410880337524
37803,2.409019064390421
37804,1.9808450772001578
37805,1.9334128267801347
37806,2.4884832418270264
37807,3.351319712005946
37808,1.3957637844773956
37809,1.8409018112352413
37810,0.039179194358084146
37811,1.9776970266023568
37812,1.6089885374283526
37813,2.1766292472521656
37814,1.6544726731414912
37815,2.3790410590055586
37816,2.271715192420892
37817,1.3317228326297652
37818,2.1750126973565074
37819,0.34140063644656493
37820,1.8293912213775272
37821,2.9665108454402684
37822,2.3960149041826213
37823,2.87605846975363
37824,1.2307165149913502
37825,1.9937482837073333
37826,1.0397326470932597
37827,1.4273233293797034
37828,2.6793170706807032
37829,2.6719556542983725
37830,2.10774495010466
37831,1.8952933016822016
37832,1.7099460345855633
37833,2.997961514731813
37834,1.1449620146977466
37835,3.3712223061100417
37836,2.1806320143812457
37837,1.6497212700829138
37838,0.9857971559688465
37839,2.288826257307619
37840,1.0210520150198974
37841,2.122010272042033
37842,0.8174464040638938
37843,4.143808032817475
37844,1.5229875696775537
37845,2.0827741104705595
37846,1.0050491349245476
37847,1.9215414804271518
